"sample_name"	"sample_id"	"collection_label"	"project_name"	"site_code"	"site_name"	"accessioned"	"sample_type"	"habitat"	"host"	"trophic"	"site_type"	"metadata"	"latitude_deg"	"longitude_deg"	"empo_1"	"empo_2"	"empo_3"	"env_material"	"env_feature"	"env_biome"	"enve_biom_0"	"envo_biom_1e"	"envo_biome_2"	"envo_biome_3"	"PI"	"Processing"	"common_name"	"family"	"genus"	"species"	"taxonomy_info"	"collection_timestamp"	"geo_loc_name"
2833	"WMEA_02833_No_M6"	"RockSwab3A-M6"	"Keck"	"M6"	"SharksCove"	"Yes"	"MarineRockSwab"	"Marine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.64884	-158.06567	"Free-living"	"Saline"	"Surface (saline)"	"biofilm material"	"biofilm"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Craig"	NA	"MarineRockSwab"	NA	NA	NA	NA	"2019-06-21"	"Waimea Valley"
401	"WMEA_00401_Pl_4"	"FernC-4"	"Keck"	"04"	"DrumRoad"	"Yes"	"FernThallus"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Phlebotium aureum"	21.6203	-158.01466	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nicole"	"Freeze Dry"	"Fern"	"Polypodiaceae"	"Phlebodium"	"aureum"	NA	"2018-05-22"	"Waimea Valley"
208	"WMEA_00208_No_3"	"RockSwab2-3"	"Keck"	"03"	"Waterfall"	"Yes"	"RockSwab"	"Terrestrial"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.62997	-158.04263	"Free-living"	"Non-saline"	"Surface (non-saline)"	"biofilm material"	"biofilm"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	NA	"RockSwab"	NA	NA	NA	NA	"2018-04-16"	"Waimea Valley"
646	"WMEA_00646_No_4"	"RiverSedimentB-4"	"Keck"	"04"	"DrumRoad"	"No"	"RiverSediment"	"Riverine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.6203	-158.01466	"Free-living"	"Non-saline"	"Sediment (non-saline)"	"sediment"	"sediment"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	"Weigh"	"RiverSediment"	NA	NA	NA	NA	"2018-07-31"	"Waimea Valley"
1705	"WMEA_01705_An_4"	"TerrestrialGastropodB-4"	"Keck"	"04"	"DrumRoad"	"Yes"	"TerrestrialGastropod"	"Terrestrial"	"Animal"	"Detritivore"	"Core Waimea"	"paropeus snail"	21.6203	-158.01466	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Matt"	"Dissect"	"Snail"	"Achatinidae"	"Paropeas"	NA	"ask for species help"	"2018-05-22"	"Waimea Valley"
440	"WMEA_00440_Pl_3"	"MonocotStemC-3"	"Keck"	"03"	"Waterfall"	"Yes"	"MonocotStem"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"need ID Photo voucher"	21.62997	-158.04263	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	NA	NA	NA	"what kind of monocot?"	"2018-04-16"	"Waimea Valley"
595	"WMEA_00595_No_5"	"SlowSwabB-5"	"Keck"	"05"	"Estuary"	"No"	"RiverRockSwab"	"Riverine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.63696	-158.05855	"Free-living"	"Non-saline"	"Surface (non-saline)"	"biofilm material"	"biofilm"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	NA	"RiverRockSwab"	NA	NA	NA	NA	"2018-07-13"	"Waimea Valley"
3003	"WMEA_03003_An_3"	"MosquitoB-3"	"Keck"	"03"	"Waterfall"	"Yes"	"Mosquito"	"Terrestrial"	"Animal"	"Carnivore"	"Core Waimea"	"Aedes albopictus F non-blooded"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Matt"	NA	"Mosquito"	"Culicidae"	"Aedes"	"albopictus"	NA	"2019-05-21"	"Waimea Valley"
705	"WMEA_00705_An_5"	"Drosophila"	"Keck"	"05"	"Estuary"	"Yes"	"DrosophilaBaited"	"Terrestrial"	"Animal"	"Herbivore"	"Core Waimea"	"C"	21.63696	-158.05855	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Joanne"	"Sort"	"Fruit Fly"	"Drosophilidae"	"Drosophila"	NA	"ask for species help"	"2018-04-25"	"Waimea Valley"
2948	"WMEA_02948_No_6"	"WaterC"	"Keck"	"06"	"Beach"	"Yes"	"WaterSaline"	"Marine"	"Nonhost"	"Environmental"	"Core Waimea"	"Filtered 500ml through 0.2 micron milipore filter"	21.64051	-158.06264	"Free-living"	"Saline"	"Water(saline)"	"water"	"ocean"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Kiana"	"Filter"	"WaterSaline"	NA	NA	NA	NA	"2019-07-03"	"Waimea Valley"
3017	"WMEA_03017_NA_NA"	"ExtractionPlate12Neg"	"Keck"	NA	"Lab"	NA	"NegativeControl"	NA	NA	NA	NA	NA	NA	NA	"Control"	"Negative"	"Sterile water blank"	NA	NA	NA	"biome"	NA	NA	NA	NA	NA	"NegativeControl"	NA	NA	NA	NA	NA	"Waimea Valley"
3479	"WMEA_03479_NA_NA"	"PCRPosExtPlate12"	"Keck"	NA	"Lab"	NA	"Control"	NA	NA	NA	NA	"Positive PCR amplification control"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control"	NA	NA	NA	NA	NA	"Waimea Valley"
3454	"WMEA_03454_NA_NA"	"PCRNegExtPlate12"	"Keck"	NA	"Lab"	NA	"Control"	NA	NA	NA	NA	"blank water PCR negative control"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control"	NA	NA	NA	NA	NA	"Waimea Valley"
672	"WMEA_00672_An_2"	"Drosophila"	"Keck"	"02"	"Confluence"	"Yes"	"DrosophilaBaited"	"Terrestrial"	"Animal"	"Herbivore"	"Core Waimea"	"B"	21.63094	-158.04771	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Joanne"	"Sort"	"Fruit Fly"	"Drosophilidae"	"Drosophila"	NA	"ask for species help"	"2018-04-11"	"Waimea Valley"
2985	"WMEA_02985_An_7"	"LitterArthroB-7"	"Keck"	"07"	"Ridge"	"Yes"	"LitterArthro"	"Terrestrial"	"Animal"	"Multiple"	"Core Waimea"	"amphipod"	21.59049	-157.95499	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Lawn Shrimp"	NA	NA	NA	"what kind of amphipod?"	"2019-07-01"	"Waimea Valley"
336	"WMEA_00336_An_5"	"LitterArthroC-5"	"Keck"	"05"	"Estuary"	"No"	"LitterArthro"	"Terrestrial"	"Animal"	"Multiple"	"Core Waimea"	"Roly poly, B-5-2"	21.63696	-158.05855	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Sowbug"	NA	NA	NA	"what kind of roly poly?"	"2018-04-25"	"Waimea Valley"
2581	"WMEA_02581_No_7"	"RockSwabA"	"Keck"	"07"	"Ridge"	"Yes"	"RockSwab"	"Terrestrial"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.59049	-157.95499	"Free-living"	"Non-saline"	"Surface (non-saline)"	"biofilm material"	"biofilm"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	NA	"RockSwab"	NA	NA	NA	NA	"2019-06-20"	"Waimea Valley"
642	"WMEA_00642_An_4"	"PrawnA-4"	"Keck"	"04"	"DrumRoad"	"No"	"Prawn"	"Riverine"	"Animal"	"Omnivore"	"Core Waimea"	"Dissect"	21.6203	-158.01466	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Matt"	"Dissect"	"Prawn"	"Palaemonidae"	"Macrobrachium"	"lar"	NA	"2018-07-31"	"Waimea Valley"
279	"WMEA_00279_Pl_5"	"DicotRootC-5"	"Keck"	"05"	"Estuary"	"Yes"	"DicotRoot"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Aleurites moluccanus"	21.63696	-158.05855	"Host-associated"	"Plant"	"Plant rhizosphere"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nicole"	"Freeze Dry"	"Dicot Plant"	"Euphorbiaceae"	"Aleurites"	"moluccanus"	NA	"2018-04-23"	"Waimea Valley"
421	"WMEA_00421_An_4"	"LitterArthroC-4"	"Keck"	"04"	"DrumRoad"	"No"	"LitterArthro"	"Terrestrial"	"Animal"	"Multiple"	"Core Waimea"	"Roly poly, B-4-2"	21.6203	-158.01466	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Sowbug"	NA	NA	NA	"what kind of roly poly?"	"2018-05-21"	"Waimea Valley"
195	"WMEA_00195_Pl_3"	"MonocotLeafA-3"	"Keck"	"03"	"Waterfall"	"Yes"	"MonocotLeaf"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Megathyrsus maximus"	21.62997	-158.04263	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	"Poaceae"	"Megathyrsus"	"maximus"	NA	"2018-04-16"	"Waimea Valley"
551	"WMEA_00551_An_3"	"StreamInvertD-3"	"Keck"	"03"	"Waterfall"	"Yes"	"StreamInvertebrate"	"Riverine"	"Animal"	"Herbivore"	"Core Waimea"	"pink worm"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	NA	"Worm"	NA	NA	NA	"what kind of pink worm?"	"2018-07-05"	"Waimea Valley"
680	"WMEA_00680_An_2"	"Drosophila"	"Keck"	"02"	"Confluence"	"Yes"	"DrosophilaBaited"	"Terrestrial"	"Animal"	"Herbivore"	"Core Waimea"	"F"	21.63094	-158.04771	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Joanne"	"Sort"	"Fruit Fly"	"Drosophilidae"	"Drosophila"	NA	"ask for species help"	"2018-04-11"	"Waimea Valley"
580	"WMEA_00580_No_3"	"RiverSedimentB-3"	"Keck"	"03"	"Waterfall"	"Yes"	"RiverSediment"	"Riverine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.62997	-158.04263	"Free-living"	"Non-saline"	"Sediment (non-saline)"	"sediment"	"sediment"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	"Weigh"	"RiverSediment"	NA	NA	NA	NA	"2018-07-05"	"Waimea Valley"
793	"WMEA_00793_No_3"	"EmergenceA wood"	"Keck"	"03"	"Waterfall"	"No"	"EMChamberWood"	"Terrestrial"	"Nonhost"	"Environmental"	"Core Waimea"	"Wood from end of emergence chamber run"	21.62997	-158.04263	"Free-living"	"Non-saline"	"Surface (non-saline)"	"wood"	"biofilm"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Freeze Dry"	"EMChamberWood"	NA	NA	NA	NA	"2018-08-10"	"Waimea Valley"
99	"WMEA_00099_Pl_2"	"DicotSwabB-2"	"Keck"	"02"	"Confluence"	"Yes"	"DicotLeafSwab"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Clarija eurganea"	21.63094	-158.04771	"Host-associated"	"Plant"	"Plant surface"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	NA	"Dicot Plant"	NA	"Clarija"	"eurganea"	"can't find this name online"	"2018-04-10"	"Waimea Valley"
1300	"WMEA_01300_An_3"	"EmergenceF-3"	"Keck"	"03"	"Waterfall"	"Yes"	"WoodArthropod"	"Terrestrial"	"Animal"	"Environmental"	"Core Waimea"	"Armored Mite, C-3-3"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Mite"	NA	NA	NA	"what kind of armored mite?"	"2018-04-18"	"Waimea Valley"
143	"WMEA_00143_Pl_2"	"MossC-2"	"Keck"	"02"	"Confluence"	"Yes"	"MossThallus"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"need ID Photo voucher"	21.63094	-158.04771	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nicole"	"Freeze Dry"	"Moss"	NA	NA	NA	"what kind of moss?"	"2018-04-10"	"Waimea Valley"
231	"WMEA_00231_Pl_3"	"FernC-3"	"Keck"	"03"	"Waterfall"	"Yes"	"FernThallus"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Cyclosorus sp."	21.62997	-158.04263	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nicole"	"Freeze Dry"	"Fern"	"Thelypteridaceae"	"Cyclosorus"	NA	"ask for species help"	"2018-04-16"	"Waimea Valley"
1136	"WMEA_01136_No_3"	"CMAIKI-150030"	"JoshMS"	"03"	"Waterfall"	"No"	"WaterNonSaline"	"Riverine"	"Nonhost"	"Environmental"	"Core Waimea"	"See josh spreadsheet"	21.62997	-158.04263	"Free-living"	"Non-saline"	"Water (non-saline)"	"water"	"river"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Kiana"	"Filter"	"WaterNonSaline"	NA	NA	NA	NA	"2018-06-25"	"Waimea Valley"
437	"WMEA_00437_Pl_2"	"MonocotStemC-2"	"Keck"	"02"	"Confluence"	"Yes"	"MonocotStem"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Setaria palmifolia"	21.63094	-158.04771	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	"Poaceae"	"Setaria"	"palmifolia"	NA	"2018-04-10"	"Waimea Valley"
792	"WMEA_00792_No_2"	"EmergenceC wood"	"Keck"	"02"	"Confluence"	"No"	"EMChamberWood"	"Terrestrial"	"Nonhost"	"Environmental"	"Core Waimea"	"Wood from end of emergence chamber run"	21.63094	-158.04771	"Free-living"	"Non-saline"	"Surface (non-saline)"	"wood"	"biofilm"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Freeze Dry"	"EMChamberWood"	NA	NA	NA	NA	"2018-08-10"	"Waimea Valley"
1276	"WMEA_01276_Pl_4"	"MonocotRhizomeA-4"	"Keck"	"04"	"DrumRoad"	"Yes"	"MonocotRhizome"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Oplismenus hirtellus"	21.6203	-158.01466	"Host-associated"	"Plant"	"Plant rhizosphere"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	"Poaceae"	"Oplismenus"	"hirtellus"	NA	"2018-05-22"	"Waimea Valley"
2834	"WMEA_02834_No_M6"	"RockSwab3B-M6"	"Keck"	"M6"	"SharksCove"	"Yes"	"MarineRockSwab"	"Marine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.64884	-158.06567	"Free-living"	"Saline"	"Surface (saline)"	"biofilm material"	"biofilm"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Craig"	NA	"MarineRockSwab"	NA	NA	NA	NA	"2019-06-21"	"Waimea Valley"
178	"WMEA_00178_Pl_3"	"DicotFlowerX-3"	"Keck"	"03"	"Waterfall"	"Yes"	"DicotFlower"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Passiflora sp."	21.62997	-158.04263	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Dicot Plant"	"Passifloraceae"	"Passiflora"	NA	"ask for species help"	"2018-04-16"	"Waimea Valley"
552	"WMEA_00552_An_3"	"StreamInvertE-3"	"Keck"	"03"	"Waterfall"	"Yes"	"StreamInvertebrate"	"Riverine"	"Animal"	"Herbivore"	"Core Waimea"	"Chironomid green"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	NA	"Caddis fly larvae"	"Chironomidae"	NA	NA	"what kind of chironomid?"	"2018-07-05"	"Waimea Valley"
190	"WMEA_00190_Pl_3"	"DicotStemB-3"	"Keck"	"03"	"Waterfall"	"Yes"	"DicotStem"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Morinda citrifolia"	21.62997	-158.04263	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Dicot Plant"	"Rubiaceae"	"Morinda"	"citrifolia"	NA	"2018-04-16"	"Waimea Valley"
1011	"WMEA_01011_Pl_6"	"DicotRootB"	"Keck"	"06"	"Beach"	"Yes"	"DicotRoot"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Leucaena leucocephala"	21.64051	-158.06264	"Host-associated"	"Plant"	"Plant rhizosphere"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nicole"	"Freeze Dry"	"Dicot Plant"	"Fabaceae"	"Leucana"	"leucocephala"	NA	"2018-11-08"	"Waimea Valley"
172	"WMEA_00172_No_2"	"SoilMiddleC-2"	"Keck"	"02"	"Confluence"	"Yes"	"SoilMiddle"	"Terrestrial"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.63094	-158.04771	"Free-living"	"Non-saline"	"Soil (non-saline)"	"soil"	"tropical soil "	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Weigh"	"SoilMiddle"	NA	NA	NA	NA	"2018-04-11"	"Waimea Valley"
357	"WMEA_00357_Pl_4"	"DicotSwabB-4"	"Keck"	"04"	"DrumRoad"	"Yes"	"DicotLeafSwab"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Stachytarpheta cayennensis"	21.6203	-158.01466	"Host-associated"	"Plant"	"Plant surface"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	NA	"Dicot Plant"	"Verbenaceae"	"Stachytarpheta"	"cayennensis"	NA	"2018-05-21"	"Waimea Valley"
320	"WMEA_00320_An_5"	"LitterArthroD-5"	"Keck"	"05"	"Estuary"	"No"	"LitterArthro"	"Terrestrial"	"Animal"	"Multiple"	"Core Waimea"	"Lawn shrimp, B-5-1"	21.63696	-158.05855	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Lawn Shrimp"	"Talitridae"	"Arcitalitrus"	"sylvaticus"	NA	"2018-04-25"	"Waimea Valley"
603	"WMEA_00603_No_5"	"POMFineA-5"	"Keck"	"05"	"Estuary"	"No"	"DNetFinePOM"	"Riverine"	"Nonhost"	"Environmental"	"Core Waimea"	NA	21.63696	-158.05855	"Free-living"	"Non-saline"	"Sediment (non-saline)"	"organic material"	"biofilm"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	"Freeze Dry"	"DNetFinePOM"	NA	NA	NA	NA	"2018-07-13"	"Waimea Valley"
2763	"WMEA_02763_No_M5"	"RockSwab3C-M5"	"Keck"	"M5"	"ThreeTablesBeach"	"Yes"	"MarineRockSwab"	"Marine"	"Nonhost"	"Environmental"	"Core Waimea"	"Collected by Mike Martinelli"	21.64499	-158.06658	"Free-living"	"Saline"	"Surface (saline)"	"biofilm material"	"biofilm"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Craig"	NA	"MarineRockSwab"	NA	NA	NA	NA	"2019-06-21"	"Waimea Valley"
2626	"WMEA_02626_No_M3"	"RockSwab3C-M3"	"Keck"	"M3"	"UppersBeach"	"Yes"	"MarineRockSwab"	"Marine"	"Nonhost"	"Environmental"	"Core Waimea"	"Collected by Martinelli"	21.63892	-158.07127	"Free-living"	"Saline"	"Surface (saline)"	"biofilm material"	"biofilm"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Craig"	NA	"MarineRockSwab"	NA	NA	NA	NA	"2019-06-20"	"Waimea Valley"
113	"WMEA_00113_Pl_2"	"MonocotFruitFlowerA-2"	"Keck"	"02"	"Confluence"	"Yes"	"MonocotFruit"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Calathea lutea"	21.63094	-158.04771	"Host-associated"	"Plant"	"Plant corpus"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	"Marantaceae"	"Calathea"	"lutea"	NA	"2018-04-10"	"Waimea Valley"
609	"WMEA_00609_An_5"	"PrawnA-5"	"Keck"	"05"	"Estuary"	"No"	"Prawn"	"Riverine"	"Animal"	"Omnivore"	"Core Waimea"	"Dissect"	21.63696	-158.05855	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Matt"	"Dissect"	"Prawn"	"Palaemonidae"	"Macrobrachium"	"lar"	NA	"2018-07-13"	"Waimea Valley"
988	"WMEA_00988_An_6"	"TerrGastroC"	"Keck"	"06"	"Beach"	"Yes"	"TerrestrialGastropod"	"Terrestrial"	"Animal"	"Detritivore"	"Core Waimea"	"Giant African"	21.64051	-158.06264	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Matt"	"Dissect"	"Snail"	"Achatinidae"	"Achatina"	"fulica"	NA	"2018-11-08"	"Waimea Valley"
1277	"WMEA_01277_Pl_4"	"MonocotRhizomeB-4"	"Keck"	"04"	"DrumRoad"	"Yes"	"MonocotRhizome"	"Terrestrial"	"Plant"	"PrimaryProducer"	"Core Waimea"	"Setaria palmifolia"	21.6203	-158.01466	"Host-associated"	"Plant"	"Plant rhizosphere"	"organic material"	"plant-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Anthony"	"Freeze Dry"	"Monocot Plant"	"Poaceae"	"Setaria"	"palmifolia"	NA	"2018-05-22"	"Waimea Valley"
558	"WMEA_00558_An_3"	"StreamInvertK-3"	"Keck"	"03"	"Waterfall"	"Yes"	"StreamInvertebrate"	"Riverine"	"Animal"	"Herbivore"	"Core Waimea"	"red worm"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"Small river biome"	"biome"	"aquatic biome"	"freshwater biome"	"freshwater river biome"	"Craig"	NA	"Worm"	NA	NA	NA	"what kind of red worm?"	"2018-07-05"	"Waimea Valley"
1737	"WMEA_01737_An_NA"	"Aiptasia single colony"	"Amend"	NA	"Lab"	"No"	"SeaAnemone"	"Marine"	"Animal"	"Unknown"	NA	"Sea anemone from collaborators at Kewalo"	NA	NA	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"marine benthic biome"	"biome"	"aquatic biome"	"marine biome"	"marine benthic biome"	"Anthony"	NA	"Sea Anemone"	NA	NA	NA	"what kind of sea anemone?"	"2019-04-16"	"Waimea Valley"
249	"WMEA_00249_An_3"	"LitterArthroA-3"	"Keck"	"03"	"Waterfall"	"No"	"LitterArthro"	"Terrestrial"	"Animal"	"Multiple"	"Core Waimea"	"Roly poly, A-3-2"	21.62997	-158.04263	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Sowbug"	NA	NA	NA	"what kind of roly poly?"	"2018-04-18"	"Waimea Valley"
1311	"WMEA_01311_An_5"	"EmergenceE-5"	"Keck"	"05"	"Estuary"	"Yes"	"WoodArthropod"	"Terrestrial"	"Animal"	"Environmental"	"Core Waimea"	"Armored Mite, B-5-3"	21.63696	-158.05855	"Host-associated"	"Animal"	"Animal corpus"	"organic material"	"animal-associated habitat"	"tropical broadleaf forest biome"	"biome"	"terrestrial biome"	"forest biome"	"tropical broadleaf forest biome"	"Nhu"	"Sort"	"Mite"	NA	NA	NA	"what kind of armored mite?"	"2018-04-23"	"Waimea Valley"
